Hs.egID	gene.symbol	gene.alias	OMIM.ID	OMIM.name	info	gene.description	gene.type
488	ATP2A2	ATP2B|DAR|DD|SERCA2	108740	Acrokeratosis verruciformis, 101900 (3);Darier disease, 124200 (3)	MIM:108740|HGNC:HGNC:812|Ensembl:ENSG00000174437|Vega:OTTHUMG00000169327	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	protein-coding
529	ATP6V1E1	ARCL2C|ATP6E|ATP6E2|ATP6V1E|P31|Vma4	108746	Cutis laxa, autosomal recessive, type IIC, 617402 (3)	MIM:108746|HGNC:HGNC:857|Ensembl:ENSG00000131100|Vega:OTTHUMG00000059320	ATPase H+ transporting V1 subunit E1	protein-coding
4878	NPPA	ANF|ANP|ATFB6|ATRST2|CDD|CDD-ANF|CDP|PND	108780	Atrial fibrillation, familial, 6, 612201 (3);Atrial standstill 2, 615745 (3)	MIM:108780|HGNC:HGNC:7939|Ensembl:ENSG00000175206|Vega:OTTHUMG00000002388	natriuretic peptide A	protein-coding
431	ASD1		108800	Atrial septal defect 1 (2)	MIM:108800|HGNC:HGNC:741	atrial septal defect 1	unknown
4882	NPR2	AMDM|ANPRB|ANPb|ECDM|GUC2B|GUCY2B|NPRB|NPRBi|SNSK	108961	Acromesomelic dysplasia, Maroteaux type, 602875 (3);Epiphyseal chondrodysplasia, Miura type, 615923 (3);Short stature with nonspecific skeletal abnormalities, 616255 (3)	MIM:108961|HGNC:HGNC:7944|Ensembl:ENSG00000159899|Vega:OTTHUMG00000019871	natriuretic peptide receptor 2	protein-coding
4883	NPR3	ANP-C|ANPR-C|ANPRC|C5orf23|GUCY2B|NPR-C|NPRC	108962	?Hypertension, salt-resistant (1)	MIM:108962|HGNC:HGNC:7945|Ensembl:ENSG00000113389|Vega:OTTHUMG00000150316	natriuretic peptide receptor 3	protein-coding
811	CALR	CRT|HEL-S-99n|RO|SSA|cC1qR	109091	Myelofibrosis, somatic, 254450 (3);Thrombocythemia, somatic, 187950 (3)	MIM:109091|HGNC:HGNC:1455|Ensembl:ENSG00000179218|Vega:OTTHUMG00000180574	calreticulin	protein-coding
100188784	AFA1	MPB	109200	Alopecia, androgenetic, 1 (2)	MIM:109200	Alopecia, androgenetic	unknown
6521	SLC4A1	AE1|BND3|CD233|CHC|DI|EMPB3|EPB3|FR|RTA1A|SAO|SPH4|SW|WD|WD1|WR	109270	Cryohydrocytosis, 185020 (3);Ovalocytosis, SA type, 166900 (3);Renal tubular acidosis, distal, AD, 179800 (3);Renal tubular acidosis, distal, AR, 611590 (3);Spherocytosis, type 4, 612653 (3);[Blood group, Diego], 110500 (3);[Blood group, Froese], 601551 (3);[Blood group, Swann], 601550 (3);[Blood group, Waldner], 112010 (3);[Blood group, Wright], 112050 (3);[Malaria, resistance to], 611162 (3)	MIM:109270|HGNC:HGNC:11027|Ensembl:ENSG00000004939|Vega:OTTHUMG00000156843	solute carrier family 4 member 1 (Diego blood group)	protein-coding
59330	GER		109350	Gastroesophageal reflux (2)	MIM:109350	Gastroesophageal reflux	unknown
682	BSG	5F7|CD147|EMMPRIN|EMPRIN|OK|TCSF	109480	[Blood group, OK], 111380 (3)	MIM:109480|HGNC:HGNC:1116|Ensembl:ENSG00000172270|Vega:OTTHUMG00000177718	basigin (Ok blood group)	protein-coding
958	CD40	Bp50|CDW40|TNFRSF5|p50	109535	Immunodeficiency with hyper-IgM, type 3, 606843 (3)	MIM:109535|HGNC:HGNC:11919|Ensembl:ENSG00000101017|Vega:OTTHUMG00000033053	CD40 molecule	protein-coding
8101	CLLS2	D13S25|DBM	109543	{Leukemia, chronic lymphocytic, susceptibility to, 2} (2)	MIM:109543	Disrupted in B-cell neoplasia	unknown
602	BCL3	BCL4|D19S37	109560	Leukemia/lymphoma, B-cell, 3 (2)	MIM:109560|HGNC:HGNC:998|Ensembl:ENSG00000069399|Vega:OTTHUMG00000151517	B cell CLL/lymphoma 3	protein-coding
604	BCL6	BCL5|BCL6A|LAZ3|ZBTB27|ZNF51	109565	Lymphoma, B-cell (2)	MIM:109565|HGNC:HGNC:1001|Ensembl:ENSG00000113916|Vega:OTTHUMG00000156441	B cell CLL/lymphoma 6	protein-coding
153	ADRB1	ADRB1R|B1AR|BETA1AR|RHR	109630	[Resting heart rate], 607276 (3);{Congestive heart failure and beta-blocker response, modifier of} (3)	MIM:109630|HGNC:HGNC:285|Ensembl:ENSG00000043591|Vega:OTTHUMG00000019079	adrenoceptor beta 1	protein-coding
154	ADRB2	ADRB2R|ADRBR|B2AR|BAR|BETA2AR	109690	Beta-2-adrenoreceptor agonist, reduced response to (3);{Asthma, nocturnal, susceptibility to}, 600807 (3);{Obesity, susceptibility to}, 601665 (3)	MIM:109690|HGNC:HGNC:286|Ensembl:ENSG00000169252|Vega:OTTHUMG00000129933	adrenoceptor beta 2	protein-coding
155	ADRB3	BETA3AR	109691	{Obesity, susceptibility to}, 601665 (3)	MIM:109691|HGNC:HGNC:288|Ensembl:ENSG00000188778|Vega:OTTHUMG00000164028	adrenoceptor beta 3	protein-coding
567	B2M	IMD43	109700	?Amyloidosis, familial visceral, 105200 (3);Immunodeficiency 43, 241600 (3)	MIM:109700|HGNC:HGNC:914|Ensembl:ENSG00000166710|Vega:OTTHUMG00000131247	beta-2-microglobulin	protein-coding
644	BLVRA	BLVR|BVR|BVRA	109750	Hyperbiliverdinemia, 614156 (3)	MIM:109750|HGNC:HGNC:1062|Ensembl:ENSG00000106605|Vega:OTTHUMG00000128953	biliverdin reductase A	protein-coding
3350	HTR1A	5-HT-1A|5-HT1A|5HT1a|ADRB2RL1|ADRBRL1|G-21|PFMCD	109760	Periodic fever, menstrual cycle dependent, 614674 (3)	MIM:109760|HGNC:HGNC:5286|Ensembl:ENSG00000178394|Vega:OTTHUMG00000162279	5-hydroxytryptamine receptor 1A	protein-coding
28	ABO	A3GALNT|A3GALT1|GTB|NAGAT	110300	[Blood group, ABO system], 616093 (3)	MIM:110300|HGNC:HGNC:79|Ensembl:ENSG00000175164	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	protein-coding
420	ART4	ARTC4|CD297|DO|DOK1	110600	[Blood group, Dombrock], 616060 (3)	MIM:110600|HGNC:HGNC:726|Ensembl:ENSG00000111339|Vega:OTTHUMG00000168738	ADP-ribosyltransferase 4 (Dombrock blood group)	protein-coding
2995	GYPC	CD236|CD236R|GE|GE:GPC:GPD:GYPD|GPC|GPD|GYPD|PAS-2|PAS-2'	110750	[Blood group, Gerbich], 616089 (3);{Malaria, resistance to}, 611162 (3)	MIM:110750|HGNC:HGNC:4704|Ensembl:ENSG00000136732|Vega:OTTHUMG00000131464	glycophorin C (Gerbich blood group)	protein-coding
2525	FUT3	CD174|FT3B|FucT-III|LE|Les	111100	[Blood group, Lewis] (3)	MIM:111100|HGNC:HGNC:4014|Ensembl:ENSG00000171124|Vega:OTTHUMG00000180614	fucosyltransferase 3 (Lewis blood group)	protein-coding
2993	GYPA	CD235a|GPA|GPErik|GPSAT|HGpMiV|HGpMiXI|HGpSta(C)|MN|MNS|PAS-2	111300	[Blood group, MN] (3);{Malaria, resistance to}, 611162 (3)	MIM:111300|HGNC:HGNC:4702|Ensembl:ENSG00000170180|Vega:OTTHUMG00000161403	glycophorin A (MNS blood group)	protein-coding
6007	RHD	CD240D|DIIIc|RH|RH30|RHCED|RHDVA(TT)|RHDel|RHPII|RHXIII|Rh4|RhDCw|RhII|RhK562-II|RhPI	111680	[Rh-negative blood type] (3)	MIM:111680|HGNC:HGNC:10009|Ensembl:ENSG00000187010|Vega:OTTHUMG00000003476	Rh blood group D antigen	protein-coding
6006	RHCE	CD240CE|RH|RH30A|RHC|RHCe(152N)|RHE|RHIXB|RHPI|Rh4|RhIVb(J)|RhVI|RhVIII	111700	Rh-null disease, amorph type (3);[Blood group, Rhesus], 111690 (3)	MIM:111700|HGNC:HGNC:10008|Ensembl:ENSG00000188672|Vega:OTTHUMG00000007650	Rh blood group CcEe antigens	protein-coding
2994	GYPB	CD235b|GPB|GYP|MNS|PAS-3|SS	111740	[Blood group, Ss] (3);{Malaria, resistance to}, 611162 (3)	MIM:111740|HGNC:HGNC:4703|Ensembl:ENSG00000250361|Vega:OTTHUMG00000161404	glycophorin B (MNS blood group)	protein-coding
6420	SF		111800	[Blood group, Stoltzfus system] (2)	MIM:111800	Stoltzfus blood group	unknown
973	CD79A	IGA|MB-1	112205	Agammaglobulinemia 3, 613501 (3)	MIM:112205|HGNC:HGNC:1698|Ensembl:ENSG00000105369|Vega:OTTHUMG00000182678	CD79a molecule	protein-coding
931	MS4A1	B1|Bp35|CD20|CVID5|LEU-16|MS4A2|S7	112210	Immunodeficiency, common variable, 5, 613495 (3)	MIM:112210|HGNC:HGNC:7315|Ensembl:ENSG00000156738|Vega:OTTHUMG00000167614	membrane spanning 4-domains A1	protein-coding
650	BMP2	BDA2|BMP2A	112261	Brachydactyly, type A2, 112600 (3);{HFE hemochromatosis, modifier of}, 235200 (3)	MIM:112261|HGNC:HGNC:1069|Ensembl:ENSG00000125845|Vega:OTTHUMG00000031833	bone morphogenetic protein 2	protein-coding
652	BMP4	BMP2B|BMP2B1|MCOPS6|OFC11|ZYME	112262	Microphthalmia, syndromic 6, 607932 (3);Orofacial cleft 11, 600625 (3)	MIM:112262|HGNC:HGNC:1071|Ensembl:ENSG00000125378|Vega:OTTHUMG00000140303	bone morphogenetic protein 4	protein-coding
649	BMP1	OI13|PCOLC|PCP|PCP2|TLD	112264	Osteogenesis imperfecta, type XIII, 614856 (3)	MIM:112264|HGNC:HGNC:1067|Ensembl:ENSG00000168487|Vega:OTTHUMG00000097761	bone morphogenetic protein 1	protein-coding
627	BDNF	ANON2|BULN2	113505	Central hypoventilation syndrome, congenital, 209880 (3);{Anorexia nervosa, susceptibility to}, 610269 (3);{Bulimia nervosa, age of onset of weight loss in}, 607499 (3);{Memory impairment, susceptibility to} (3);{Obsessive-compulsive disorder, protection against}, 164230 (3)	MIM:113505|HGNC:HGNC:1033|Ensembl:ENSG00000176697|Vega:OTTHUMG00000178797	brain derived neurotrophic factor	protein-coding
586	BCAT1	BCATC|BCT1|ECA39|MECA39|PNAS121|PP18	113520	?Hyperleucinemia-isoleucinemia or hypervalinemia (1)	MIM:113520|HGNC:HGNC:976|Ensembl:ENSG00000060982|Vega:OTTHUMG00000169053	branched chain amino acid transaminase 1	protein-coding
587	BCAT2	BCAM|BCATM|BCT2|PP18	113530	?Hypervalinemia or hyperleucine-isoleucinemia (1)	MIM:113530|HGNC:HGNC:977|Ensembl:ENSG00000105552|Vega:OTTHUMG00000183327	branched chain amino acid transaminase 2	protein-coding
672	BRCA1	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	113705	{Breast-ovarian cancer, familial, 1}, 604370 (3);{Pancreatic cancer, susceptibility to, 4}, 614320 (3)	MIM:113705|HGNC:HGNC:1100|Ensembl:ENSG00000012048|Vega:OTTHUMG00000157426	BRCA1, DNA repair associated	protein-coding
7350	UCP1	SLC25A7|UCP	113730	{Obesity, susceptibility to}, 601665 (3)	MIM:113730|HGNC:HGNC:12517|Ensembl:ENSG00000109424|Vega:OTTHUMG00000133415	uncoupling protein 1	protein-coding
667	DST	BP240|BPA|BPAG1|CATX-15|CATX15|D6S1101|DMH|DT|EBSB2|HSAN6|MACF2	113810	?Neuropathy, hereditary sensory and autonomic, type VI, 614653 (3);Epidermolysis bullosa simplex, autosomal recessive 2, 615425 (3)	MIM:113810|HGNC:HGNC:1090|Ensembl:ENSG00000151914|Vega:OTTHUMG00000014913	dystonin	protein-coding
1308	COL17A1	BA16H23.2|BP180|BPA-2|BPAG2|ERED|LAD-1	113811	Epidermolysis bullosa, junctional, localisata variant, 226650 (3);Epidermolysis bullosa, junctional, non-Herlitz type, 226650 (3);Epithelial recurrent erosion dystrophy, 122400 (3)	MIM:113811|HGNC:HGNC:2194|Ensembl:ENSG00000065618|Vega:OTTHUMG00000018998	collagen type XVII alpha 1 chain	protein-coding
790	CAD	CDG1Z|EIEE50|GATD4	114010	Epileptic encephalopathy, early infantile, 50, 616457 (3)	MIM:114010|HGNC:HGNC:1424|Ensembl:ENSG00000084774|Vega:OTTHUMG00000097070	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	protein-coding
1013	CDH15	CDH14|CDH3|CDHM|MCAD|MRD3	114019	Mental retardation, autosomal dominant 3, 612580 (3)	MIM:114019|HGNC:HGNC:1754|Ensembl:ENSG00000129910|Vega:OTTHUMG00000138045	cadherin 15	protein-coding
1001	CDH3	CDHP|HJMD|PCAD	114021	Ectodermal dysplasia, ectrodactyly, and macular dystrophy, 225280 (3);Hypotrichosis, congenital, with juvenile macular dystrophy, 601553 (3)	MIM:114021|HGNC:HGNC:1762|Ensembl:ENSG00000062038|Vega:OTTHUMG00000137560	cadherin 3	protein-coding
815	CAMK2A	CAMKA|MRD53	114078	Mental retardation, autosomal dominant 53, 617798 (3)	MIM:114078|HGNC:HGNC:1460|Ensembl:ENSG00000070808|Vega:OTTHUMG00000134281	calcium/calmodulin dependent protein kinase II alpha	protein-coding
831	CAST	BS-17|PLACK	114090	Peeling skin with leukonychia, acral punctate keratoses, cheilitis, and knuckle pads, 616295 (3)	MIM:114090|HGNC:HGNC:1515|Ensembl:ENSG00000153113|Vega:OTTHUMG00000128413	calpastatin	protein-coding
5530	PPP3CA	CALN|CALNA|CALNA1|CCN1|CNA1|IECEE|IECEE1|PPP2B	114105	Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)	MIM:114105|HGNC:HGNC:9314|Ensembl:ENSG00000138814|Vega:OTTHUMG00000133839	protein phosphatase 3 catalytic subunit alpha	protein-coding
799	CALCR	CRT|CT-R|CTR|CTR1	114131	{Osteoporosis, postmenopausal, susceptibility}, 166710 (3)	MIM:114131|HGNC:HGNC:1440|Ensembl:ENSG00000004948|Vega:OTTHUMG00000023599	calcitonin receptor	protein-coding
801	CALM1	CALML2|CAMI|CPVT4|DD132|LQT14|PHKD|caM	114180	Long QT syndrome 14, 616247 (3);Ventricular tachycardia, catecholaminergic polymorphic, 4, 614916 (3)	MIM:114180|HGNC:HGNC:1442|Ensembl:ENSG00000198668|Vega:OTTHUMG00000171044	calmodulin 1	protein-coding
805	CALM2	CAMII|LQT15|PHKD|PHKD2|caM	114182	Long QT syndrome 15, 616249 (3)	MIM:114182|HGNC:HGNC:1445|Ensembl:ENSG00000143933|Vega:OTTHUMG00000128850	calmodulin 2	protein-coding
100381210	CAMPD1		114200	Camptodactyly 1 (2)	MIM:114200	Camptodactyly 1	unknown
775	CACNA1C	CACH2|CACN2|CACNL1A1|CCHL1A1|CaV1.2|LQT8|TS	114205	Brugada syndrome 3, 611875 (3);Timothy syndrome, 601005 (3)	MIM:114205|HGNC:HGNC:1390|Ensembl:ENSG00000151067|Vega:OTTHUMG00000150243	calcium voltage-gated channel subunit alpha1 C	protein-coding
776	CACNA1D	CACH3|CACN4|CACNL1A2|CCHL1A2|Cav1.3|PASNA|SANDD	114206	Primary aldosteronism, seizures, and neurologic abnormalities, 615474 (3);Sinoatrial node dysfunction and deafness, 614896 (3)	MIM:114206|HGNC:HGNC:1391|Ensembl:ENSG00000157388|Vega:OTTHUMG00000158278	calcium voltage-gated channel subunit alpha1 D	protein-coding
779	CACNA1S	CACNL1A3|CCHL1A3|Cav1.1|HOKPP|HOKPP1|MHS5|TTPP1|hypoPP	114208	Hypokalemic periodic paralysis, type 1, 170400 (3);{Malignant hyperthermia susceptibility 5}, 601887 (3);{Thyrotoxic periodic paralysis, susceptibility to, 1}, 188580 (3)	MIM:114208|HGNC:HGNC:1397|Ensembl:ENSG00000081248|Vega:OTTHUMG00000035784	calcium voltage-gated channel subunit alpha1 S	protein-coding
823	CAPN1	CANP|CANP1|CANPL1|SPG76|muCANP|muCL	114220	Spastic paraplegia 76, autosomal recessive, 616907 (3)	MIM:114220|HGNC:HGNC:1476|Ensembl:ENSG00000014216|Vega:OTTHUMG00000165614	calpain 1	protein-coding
825	CAPN3	CANP3|CANPL3|LGMD2|LGMD2A|nCL-1|p94	114240	Muscular dystrophy, limb-girdle, type 2A, 253600 (3)	MIM:114240|HGNC:HGNC:1480|Ensembl:ENSG00000092529|Vega:OTTHUMG00000130619	calpain 3	protein-coding
844	CASQ1	CASQ|PDIB1|VMCQA	114250	Myopathy, vacuolar, with CASQ1 aggregates, 616231 (3)	MIM:114250|HGNC:HGNC:1512|Ensembl:ENSG00000143318|Vega:OTTHUMG00000031607	calsequestrin 1	protein-coding
845	CASQ2	PDIB2	114251	Ventricular tachycardia, catecholaminergic polymorphic, 2, 611938 (3)	MIM:114251|HGNC:HGNC:1513|Ensembl:ENSG00000118729|Vega:OTTHUMG00000011970	calsequestrin 2	protein-coding
8021	NUP214	CAIN|CAN	114350	Leukemia, T-cell acute lymphoblastic, somatic, 613065 (3);Leukemia, acute myeloid, somatic, 601626 (3)	MIM:114350|HGNC:HGNC:8064|Ensembl:ENSG00000126883|Vega:OTTHUMG00000020816	nucleoporin 214	protein-coding
117084	CANDF1	CMCT	114580	Candidiasis, familial, 1, autosomal dominant (2)	MIM:114580	candidiasis, familial 1	unknown
762	CA4	CAIV|Car4|RP17	114760	Retinitis pigmentosa 17, 600852 (3)	MIM:114760|HGNC:HGNC:1375|Ensembl:ENSG00000167434|Vega:OTTHUMG00000179987	carbonic anhydrase 4	protein-coding
763	CA5A	CA5|CA5AD|CAV|CAVA|GS1-21A4.1	114761	Hyperammonemia due to carbonic anhydrase VA deficiency, 615751 (3)	MIM:114761|HGNC:HGNC:1377|Ensembl:ENSG00000174990|Vega:OTTHUMG00000137677	carbonic anhydrase 5A	protein-coding
767	CA8	CA-RP|CA-VIII|CALS|CAMRQ3|CARP	114815	Cerebellar ataxia and mental retardation with or without quadrupedal locomotion 3, 613227 (3)	MIM:114815|HGNC:HGNC:1382|Ensembl:ENSG00000178538|Vega:OTTHUMG00000165325	carbonic anhydrase 8	protein-coding
1066	CES1	ACAT|CE-1|CEH|CES2|HMSE|HMSE1|PCE-1|REH|SES1|TGH|hCE-1	114835	Carboxylesterase 1 deficiency (3)	MIM:114835|HGNC:HGNC:1863|Ensembl:ENSG00000198848|Vega:OTTHUMG00000176718	carboxylesterase 1	protein-coding
1056	CEL	BAL|BSDL|BSSL|CELL|CEase|FAP|FAPP|LIPA|MODY8	114840	Maturity-onset diabetes of the young, type VIII, 609812 (3)	MIM:114840|HGNC:HGNC:1848|Ensembl:ENSG00000170835|Vega:OTTHUMG00000020855	carboxyl ester lipase	protein-coding
1457	CSNK2A1	CK2A1|CKII|CSNK2A3|Cka1|Cka2|OCNDS	115440	Okur-Chung neurodevelopmental syndrome, 617062 (3)	MIM:115440|HGNC:HGNC:2457|Ensembl:ENSG00000101266|Vega:OTTHUMG00000031636	casein kinase 2 alpha 1	protein-coding
1055	CECR	CES	115470	Cat eye syndrome (4)	MIM:115470|HGNC:HGNC:1838	cat eye syndrome chromosome region	other
847	CAT		115500	Acatalasemia, 614097 (3)	MIM:115500|HGNC:HGNC:1516|Ensembl:ENSG00000121691|Vega:OTTHUMG00000044353	catalase	protein-coding
7306	TYRP1	CAS2|CATB|GP75|OCA3|TRP|TRP1|TYRP|b-PROTEIN	115501	Albinism, oculocutaneous, type III, 203290 (3);[Skin/hair/eye pigmentation, variation in, 11 (Melanesian blond hair)], 612271 (3)	MIM:115501|HGNC:HGNC:12450|Ensembl:ENSG00000107165|Vega:OTTHUMG00000021034	tyrosinase related protein 1	protein-coding
1483	CTAA1	CAP|CTPP5	115650	Cataract 32, multiple types (2)	MIM:115650|HGNC:HGNC:2489	cataract, anterior polar 1	unknown
878	CCA1	CTRCT7	115660	Cataract 7 (2)	MIM:115660|HGNC:HGNC:1559	cataract, congenital, cerulean type, 1	unknown
7792	CCV	CTRCT8	115665	Cataract 8, multiple types (2)	MIM:115665|HGNC:HGNC:1624	cataract, congenital, Volkmann type	unknown
101867602	CTRCT29		115800	Cataract 29, coralliform (2)	MIM:115800	Cataract 29, coralliform	unknown
1312	COMT	HEL-S-98n	116790	{Panic disorder, susceptibility to}, 167870 (3);{Schizophrenia, susceptibility to}, 181500 (3)	MIM:116790|HGNC:HGNC:2228|Ensembl:ENSG00000093010|Vega:OTTHUMG00000150529	catechol-O-methyltransferase	protein-coding
1495	CTNNA1	CAP102|MDPT2	116805	Macular dystrophy, patterned, 2, 608970 (3)	MIM:116805|HGNC:HGNC:2509|Ensembl:ENSG00000044115|Vega:OTTHUMG00000163502	catenin alpha 1	protein-coding
1499	CTNNB1	CTNNB|EVR7|MRD19|armadillo	116806	Colorectal cancer, somatic, 114500 (3);Exudative vitreoretinopathy 7, 617572 (3);Hepatocellular carcinoma, somatic, 114550 (3);Medulloblastoma, somatic, 155255 (3);Mental retardation, autosomal dominant 19, 615075 (3);Ovarian cancer, somatic, 167000 (3);Pilomatricoma, somatic, 132600 (3)	MIM:116806|HGNC:HGNC:2514|Ensembl:ENSG00000168036|Vega:OTTHUMG00000131393	catenin beta 1	protein-coding
1509	CTSD	CLN10|CPSD|HEL-S-130P	116840	Ceroid lipofuscinosis, neuronal, 10, 610127 (3)	MIM:116840|HGNC:HGNC:2529|Ensembl:ENSG00000117984|Vega:OTTHUMG00000044760	cathepsin D	protein-coding
1050	CEBPA	C/EBP-alpha|CEBP	116897	?Leukemia, acute myeloid, 601626 (3);Leukemia, acute myeloid, somatic, 601626 (3)	MIM:116897|HGNC:HGNC:1833|Ensembl:ENSG00000245848|Vega:OTTHUMG00000161461	CCAAT/enhancer binding protein alpha	protein-coding
4171	MCM2	BM28|CCNL1|CDCL1|D3S3194|DFNA70|MITOTIN|cdc19	116945	?Deafness, autosomal dominant 70, 616968 (3)	MIM:116945|HGNC:HGNC:6944|Ensembl:ENSG00000073111|Vega:OTTHUMG00000159637	minichromosome maintenance complex component 2	protein-coding
998	CDC42	CDC42Hs|G25K|TKS	116952	Takenouchi-Kosaki syndrome, 616737 (3)	MIM:116952|HGNC:HGNC:1736|Ensembl:ENSG00000070831|Vega:OTTHUMG00000002753	cell division cycle 42	protein-coding
7555	CNBP	CNBP1|DM2|PROMM|RNF163|ZCCHC22|ZNF9	116955	Myotonic dystrophy 2, 602668 (3)	MIM:116955|HGNC:HGNC:13164|Ensembl:ENSG00000169714|Vega:OTTHUMG00000159943	CCHC-type zinc finger nucleic acid binding protein	protein-coding
100379198	ECT	BECTS	117100	Centrotemporal epilepsy (2)	MIM:117100	centralopathic epilepsy	unknown
1062	CENPE	CENP-E|KIF10|MCPH13|PPP1R61	117143	?Microcephaly 13, primary, autosomal recessive, 616051 (3)	MIM:117143|HGNC:HGNC:1856|Ensembl:ENSG00000138778|Vega:OTTHUMG00000160980	centromere protein E	protein-coding
1356	CP	CP-2	117700	Cerebellar ataxia, 604290 (3);Hemosiderosis, systemic, due to aceruloplasminemia, 604290 (3);[Hypoceruloplasminemia, hereditary], 604290 (3)	MIM:117700|HGNC:HGNC:2295|Ensembl:ENSG00000047457|Vega:OTTHUMG00000159563	ceruloplasmin	protein-coding
3329	HSPD1	CPN60|GROEL|HLD4|HSP-60|HSP60|HSP65|HuCHA60|SPG13	118190	Leukodystrophy, hypomyelinating, 4, 612233 (3);Spastic paraplegia 13, autosomal dominant, 605280 (3)	MIM:118190|HGNC:HGNC:5261|Ensembl:ENSG00000144381|Vega:OTTHUMG00000154463	heat shock protein family D (Hsp60) member 1	protein-coding
1123	CHN1	ARHGAP2|CHN|DURS2|NC|RHOGAP2	118423	Duane retraction syndrome 2, 604356 (3)	MIM:118423|HGNC:HGNC:1943|Ensembl:ENSG00000128656|Vega:OTTHUMG00000154225	chimerin 1	protein-coding
1180	CLCN1	CLC1	118425	Myotonia congenita, dominant, 160800 (3);Myotonia congenita, recessive, 255700 (3);Myotonia levior, recessive (3)	MIM:118425|HGNC:HGNC:2019|Ensembl:ENSG00000188037|Vega:OTTHUMG00000152695	chloride voltage-gated channel 1	protein-coding
1071	CETP	BPIFF|HDLCQ10	118470	Hyperalphalipoproteinemia, 143470 (3);[High density lipoprotein cholesterol level QTL 10], 143470 (3)	MIM:118470|HGNC:HGNC:1869|Ensembl:ENSG00000087237|Vega:OTTHUMG00000133279	cholesteryl ester transfer protein	protein-coding
1583	CYP11A1	CYP11A|CYPXIA1|P450SCC	118485	Adrenal insufficiency, congenital, with 46XY sex reversal, partial or complete, 613743 (3)	MIM:118485|HGNC:HGNC:2590|Ensembl:ENSG00000140459|Vega:OTTHUMG00000150716	cytochrome P450 family 11 subfamily A member 1	protein-coding
1103	CHAT	CHOACTASE|CMS1A|CMS1A2|CMS6	118490	Myasthenic syndrome, congenital, 6, presynaptic, 254210 (3)	MIM:118490|HGNC:HGNC:1912|Ensembl:ENSG00000070748|Vega:OTTHUMG00000018198	choline O-acetyltransferase	protein-coding
1131	CHRM3	EGBRS|HM3|PBS	118494	?Prune belly syndrome, 100100 (3)	MIM:118494|HGNC:HGNC:1952|Ensembl:ENSG00000133019|Vega:OTTHUMG00000039649	cholinergic receptor muscarinic 3	protein-coding
1135	CHRNA2		118502	Epilepsy, nocturnal frontal lobe, type 4, 610353 (3)	MIM:118502|HGNC:HGNC:1956|Ensembl:ENSG00000120903|Vega:OTTHUMG00000102083	cholinergic receptor nicotinic alpha 2 subunit	protein-coding
1136	CHRNA3	LNCR2|NACHRA3|PAOD2	118503	{Lung cancer susceptibility 2}, 612052 (3)	MIM:118503|HGNC:HGNC:1957|Ensembl:ENSG00000080644|Vega:OTTHUMG00000143863	cholinergic receptor nicotinic alpha 3 subunit	protein-coding
1137	CHRNA4	BFNC|EBN|EBN1|NACHR|NACHRA4|NACRA4	118504	Epilepsy, nocturnal frontal lobe, 1, 600513 (3);{Nicotine addiction, susceptibility to}, 188890 (3)	MIM:118504|HGNC:HGNC:1958|Ensembl:ENSG00000101204|Vega:OTTHUMG00000033080	cholinergic receptor nicotinic alpha 4 subunit	protein-coding
1138	CHRNA5	LNCR2	118505	{Lung cancer susceptibility 2}, 612052 (3);{Nicotine dependence, susceptibility to}, 612052 (3)	MIM:118505|HGNC:HGNC:1959|Ensembl:ENSG00000169684|Vega:OTTHUMG00000143858	cholinergic receptor nicotinic alpha 5 subunit	protein-coding
1141	CHRNB2	EFNL3|nAChRB2	118507	Epilepsy, nocturnal frontal lobe, 3, 605375 (3)	MIM:118507|HGNC:HGNC:1962|Ensembl:ENSG00000160716|Vega:OTTHUMG00000037262	cholinergic receptor nicotinic beta 2 subunit	protein-coding
